41144,100,2020/09/01,TDS,Passed
41158,95,2017/04/23,CR,Passed
41177,0,(blank),(blank),Not attend
41186,84,2017/05/18,UM,Passed
41191,80,2020/12/06,TDS,Passed
41204,90,2017/04/23,CR,Passed
41214,85,2017/04/23,CR,Passed
41243,0,(blank),(blank),Not attend
41244,90,2021/11/11,Merchandiser,Passed
41255,72,2022/02/06,TDS,Failed
41257,92,2022/03/29,Preseller,Passed
41306,86,2018/11/21,TDS,Passed
41308,70,2022/02/22,TDS,Failed
41309,80,2022/02/28,TDS,Passed
41310,64,2022/03/21,TDS,Failed
41322,86,2017/12/14,TDS,Passed
41324,99,2020/09/02,TDS,Passed
41328,90,2022/01/30,UM,Passed
41335,95,2022/03/15,UM,Passed
41342,85,2022/02/08,UM,Passed
41352,90,2022/02/14,UM,Passed
41361,100,2020/12/13,Preseller,Passed
41363,80,2017/07/31,Merchandiser,Passed
41370,80,2020/12/14,MS,Passed
41374,93,2017/07/06,TDS,Passed
41382,74,2022/02/26,TDS,Failed
41387,0,(blank),(blank),Not attend
41406,86,2022/02/10,TDS,Passed
41407,100,2020/09/09,Preseller,Passed
41408,100,2020/09/03,Preseller,Passed
41411,80,2022/03/07,MS,Passed
41424,100,2021/01/08,Merchandiser,Passed
41426,80,2020/12/11,Merchandiser,Passed
41428,84,2017/07/27,Merchandiser,Passed
41432,83,2017/07/27,Merchandiser,Passed
41435,57,2022/03/28,TDS,Failed
41436,100,2020/12/14,Preseller,Passed
41438,90,2020/12/08,Preseller,Passed
41440,88,2017/04/18,TDS,Passed
41442,80,2017/07/27,Merchandiser,Passed
41449,90,2021/12/15,Preseller,Passed
41450,90,2021/12/15,Preseller,Passed
41451,46,2022/02/23,MS,Failed
41453,84,2021/12/15,Preseller,Passed
41454,80,2020/12/14,Preseller,Passed
41455,86,2018/11/21,TDS,Passed
41460,84,2017/05/18,TDS,Passed
41461,100,2020/09/01,TDS,Passed
41472,66,2022/02/19,TDS,Failed
41482,94,2017/04/25,CR,Passed
41502,90,2022/02/06,UM,Passed
41508,90,2021/12/15,Preseller,Passed
41509,96,2017/07/06,Preseller,Passed
41519,90,2021/12/08,Merchandiser,Passed
41534,57,2022/02/24,TDS,Failed
41537,85,2017/02/24,Preseller,Passed
41542,80,2017/07/27,Merchandiser,Passed
41554,82,2017/07/27,Merchandiser,Passed
41555,90,2017/07/27,Merchandiser,Passed
41556,87,2017/07/27,Merchandiser,Passed
41560,90,2017/07/27,Merchandiser,Passed
41561,90,2021/01/06,Preseller,Passed
41566,90,2021/10/20,Merchandiser,Passed
41584,90,2020/12/14,Preseller,Passed
41589,83,2017/07/27,Merchandiser,Passed
41601,84,2017/07/30,Merchandiser,Passed
41607,85,2020/09/01,Preseller,Passed
41630,100,2020/09/07,Merchandiser,Passed
41635,95,2020/09/07,Merchandiser,Passed
41646,90,2020/09/06,Preseller,Passed
41649,96,2020/09/08,Preseller,Passed
41668,90,2020/09/06,Preseller,Passed
41669,76,2022/02/10,TDS,Failed
41698,90,2018/11/27,Preseller,Passed
41702,80,2020/12/11,Merchandiser,Passed
41704,90,2020/09/07,Merchandiser,Passed
41708,90,2020/09/02,Preseller,Passed
41710,100,2020/09/01,Preseller,Passed
41718,100,2018/11/27,Preseller,Passed
41722,88,2020/09/07,MS,Passed
41723,90,2020/12/14,Preseller,Passed
41725,95,2020/09/07,Merchandiser,Passed
41727,86,2020/09/05,Preseller,Passed
41729,86,2022/03/01,Preseller,Passed
41755,86,2020/09/07,Preseller,Passed
41767,95,2020/09/07,Merchandiser,Passed
41773,100,2021/01/17,CR,Passed
41777,100,2020/09/03,Preseller,Passed
41782,100,2020/09/08,Preseller,Passed
41788,90,2022/04/04,Preseller,Passed
41795,90,2020/12/20,Preseller,Passed
41796,90,2020/09/02,Preseller,Passed
41797,100,2020/09/06,Merchandiser,Passed
41798,100,2020/09/09,Preseller,Passed
41804,90,2020/12/13,Preseller,Passed
41807,96,2020/09/09,Preseller,Passed
41811,95,2021/01/08,Merchandiser,Passed
41813,100,2021/01/12,CR,Passed
41814,85,2020/12/11,Merchandiser,Passed
41815,100,2020/09/12,Preseller,Passed
41818,100,2020/09/09,Preseller,Passed
41820,86,2020/09/01,TDS,Passed
41823,86,2020/09/09,Preseller,Passed
41827,90,2021/01/06,Preseller,Passed
41830,88,2021/10/19,Preseller,Passed
41831,100,2020/09/03,Preseller,Passed
41884,90,2022/03/27,Preseller,Passed
41885,80,2021/11/25,Merchandiser,Passed
41886,90,2022/03/27,Preseller,Passed
41888,80,2021/12/02,Preseller,Passed
41889,86,2021/10/19,Preseller,Passed
41890,90,2021/12/15,Preseller,Passed
41895,86,2021/10/19,Preseller,Passed
41905,90,2021/12/13,Preseller,Passed
41927,84,2021/12/15,Preseller,Passed
41936,88,2021/10/19,Preseller,Passed
41937,84,2021/10/19,Preseller,Passed
41941,90,2021/11/24,Merchandiser,Passed
41943,80,2021/11/25,MS,Passed
41944,90,2021/12/15,Preseller,Passed
41948,85,2021/11/11,Merchandiser,Passed
41955,90,2021/11/11,Merchandiser,Passed
41956,90,2021/11/11,Merchandiser,Passed
41960,90,2021/11/11,Merchandiser,Passed
41962,80,2021/11/25,Merchandiser,Passed
41964,90,2021/11/11,Merchandiser,Passed
41966,90,2021/11/11,Merchandiser,Passed
41967,86,2021/12/15,Preseller,Passed
41969,90,2021/11/11,Merchandiser,Passed
41970,90,2021/11/11,Merchandiser,Passed
41977,85,2022/04/14,CR,Passed
41982,90,2021/10/19,Preseller,Passed
41988,90,2021/11/24,Merchandiser,Passed
41994,85,2022/04/14,CR,Passed
41995,0,(blank),(blank),Not attend
41996,80,2022/02/14,TDS,Passed
42012,0,(blank),(blank),Not attend
42013,53,2022/03/28,TDS,Failed
42016,69,2022/02/14,TDS,Failed
42017,0,(blank),(blank),Not attend
42022,0,(blank),(blank),Not attend
42023,0,(blank),(blank),Not attend
42024,0,(blank),(blank),Not attend
42027,0,(blank),(blank),Not attend
42030,0,(blank),(blank),Not attend
42031,0,(blank),(blank),Not attend
42033,0,(blank),(blank),Not attend
42034,0,(blank),(blank),Not attend
42035,0,(blank),(blank),Not attend
42036,0,(blank),(blank),Not attend
42037,0,(blank),(blank),Not attend
42038,90,2022/03/28,Preseller,Passed
42039,0,(blank),(blank),Not attend
42040,0,(blank),(blank),Not attend
42045,0,(blank),(blank),Not attend
42046,0,(blank),(blank),Not attend
42050,0,(blank),(blank),Not attend
42051,90,2022/03/28,Preseller,Passed
42052,90,2022/03/27,Preseller,Passed
42053,0,(blank),(blank),Not attend
42054,0,(blank),(blank),Not attend
42055,0,(blank),(blank),Not attend
42056,0,(blank),(blank),Not attend
42057,0,(blank),(blank),Not attend
42060,0,(blank),(blank),Not attend
42061,0,(blank),(blank),Not attend
42062,0,(blank),(blank),Not attend
42063,0,(blank),(blank),Not attend
42064,0,(blank),(blank),Not attend
42065,0,(blank),(blank),Not attend
42066,0,(blank),(blank),Not attend
42067,0,(blank),(blank),Not attend
42072,0,(blank),(blank),Not attend
42075,0,(blank),(blank),Not attend
42078,0,(blank),(blank),Not attend
42079,0,(blank),(blank),Not attend
42080,0,(blank),(blank),Not attend
42084,0,(blank),(blank),Not attend
42090,0,(blank),(blank),Not attend
42091,0,(blank),(blank),Not attend
42092,0,(blank),(blank),Not attend
42093,0,(blank),(blank),Not attend
42094,0,(blank),(blank),Not attend
42095,0,(blank),(blank),Not attend
42096,0,(blank),(blank),Not attend
42099,0,(blank),(blank),Not attend
42101,0,(blank),(blank),Not attend
42103,0,(blank),(blank),Not attend
42104,0,(blank),(blank),Not attend
42106,0,(blank),(blank),Not attend
42108,0,(blank),(blank),Not attend
42110,0,(blank),(blank),Not attend
42111,0,(blank),(blank),Not attend
42112,0,(blank),(blank),Not attend
42113,0,(blank),(blank),Not attend
42114,0,(blank),(blank),Not attend
42116,0,(blank),(blank),Not attend
42119,0,(blank),(blank),Not attend
42120,0,(blank),(blank),Not attend
48005,95,2022/03/15,UM,Passed
48054,90,2021/11/11,Merchandiser,Passed
48056,90,2021/11/11,Merchandiser,Passed
48057,90,2021/11/11,Merchandiser,Passed
48059,90,2021/10/20,Merchandiser,Passed
48060,95,2021/11/11,Merchandiser,Passed
48065,95,2021/10/20,Merchandiser,Passed
48070,90,2021/10/19,Preseller,Passed
48083,0,(blank),(blank),Not attend
48087,0,(blank),(blank),Not attend
60076,100,2018/11/12,Helpers,Passed
60128,100,2022/01/30,Preseller,Passed
60161,90,2022/01/26,Preseller,Passed
60179,95,2020/07/16,Merchandiser,Passed
60232,85,2019/01/01,Merchandiser,Passed
60270,90,2020/10/20,Preseller,Passed
60276,100,2019/01/13,TDS,Passed
60279,78,2020/10/14,Preseller,Failed
60287,100,2018/10/19,Helpers,Passed
60299,95,2019/01/01,Merchandiser,Passed
60308,0,(blank),(blank),Not attend
60332,95,2022/02/03,Preseller,Passed
60366,90,2019/03/12,Preseller,Passed
